14, 220
14, 62
1, 62
1, 56
30, 56
30, 49
1, 49
1, -48
6, -48
6, -52
7, -52
7, -67
6, -67
6, -87
7, -87
7, -108
26, -108
26, -128
81, -128
81, -156
144, -156
144, -96
162, -96
162, -81
171, -81
171, -96
175, -96
175, -156
363, -156
363, -125
325, -125
325, -122
363, -122
363, -93
378, -93
378, -156
436, -156
436, -74
444, -74
444, -156
452, -156
452, -98
454, -98
454, -156
522, -156
522, -94
481, -94
481, -89
522, -89
522, -72
536, -72
536, -156
545, -156
545, -162
566, -162
566, -222
600, -222
600, -189
621, -189
621, -59
623, -59
623, -189
713, -189
713, -142
749, -142
749, -189
834, -189
834, -149
836, -149
836, -103
837, -103
837, -149
950, -149
950, -141
1015, -141
1015, -149
1037, -149
1037, -112
1041, -112
1041, -92
1053, -92
1053, -50
1076, -50
1076, -49
1075, -49
1075, 11
1073, 11
1073, 93
1057, 93
1057, 184
1020, 184
1020, 135
948, 135
948, 184
873, 184
873, 220
867, 220
867, 110
843, 110
843, 220
762, 220
762, 123
758, 123
758, 73
740, 73
740, 123
732, 123
732, 164
726, 164
726, 103
665, 103
665, 164
569, 164
569, 123
564, 123
564, 135
513, 135
513, 123
374, 123
374, 220
368, 220
368, 124
328, 124
328, 220
14, 220
