21, 192
21, 103
7, 103
7, 78
6, 78
6, -89
16, -89
16, -146
42, -146
42, -74
43, -74
43, -146
71, -146
71, -161
161, -161
161, -191
71, -191
71, -277
185, -277
185, -111
281, -111
281, -277
418, -277
418, -245
545, -245
545, -215
554, -215
554, -214
545, -214
545, -165
569, -165
569, -245
589, -245
589, -152
593, -152
593, -245
610, -245
610, -132
617, -132
617, -245
705, -245
705, -229
918, -229
918, -189
977, -189
977, -229
1006, -229
1006, -185
908, -185
908, -169
1006, -169
1006, -135
1061, -135
1061, -99
1017, -99
1017, -64
1030, -64
1030, -8
1041, -8
1041, -16
1035, -16
1035, -46
1041, -46
1041, -64
1061, -64
1061, -23
1069, -23
1069, 26
1070, 26
1070, 35
1071, 35
1071, 91
1037, 91
1037, 101
1035, 101
1035, 69
1030, 69
1030, 101
1025, 101
1025, 182
826, 182
826, 192
808, 192
808, 128
801, 128
801, 144
736, 144
736, 128
668, 128
668, 100
561, 100
561, 128
437, 128
437, 192
21, 192
