645, 193
617, 193
617, 103
586, 103
586, 116
615, 116
615, 120
586, 120
586, 155
599, 155
599, 191
586, 191
586, 193
511, 193
511, 171
472, 171
472, 164
454, 164
454, 147
450, 147
450, 70
442, 70
442, 111
409, 111
409, 147
326, 147
326, 104
322, 104
322, 140
269, 140
269, 104
156, 104
156, 147
31, 147
31, 61
12, 61
12, 14
10, 14
10, -17
9, -17
9, -38
7, -38
7, -47
26, -47
26, -71
7, -71
7, -150
18, -150
18, -213
108, -213
108, -199
115, -199
115, -213
199, -213
199, -187
259, -187
259, -213
295, -213
295, -200
289, -200
289, -198
295, -198
295, -193
326, -193
326, -213
336, -213
336, -114
337, -114
337, -213
411, -213
411, -97
463, -97
463, -103
444, -103
444, -112
463, -112
463, -125
433, -125
433, -165
463, -165
463, -213
566, -213
566, -235
614, -235
614, -206
643, -206
643, -97
646, -97
646, -76
647, -76
647, -97
661, -97
661, -206
809, -206
809, -140
838, -140
838, -206
1009, -206
1009, -107
1036, -107
1036, -206
1051, -206
1051, -130
1075, -130
1075, -99
1078, -99
1078, -71
1075, -71
1075, -33
1065, -33
1065, 47
1056, 47
1056, 97
1048, 97
1048, 105
1010, 105
1010, 113
955, 113
955, 122
883, 122
883, 161
862, 161
862, 186
782, 186
782, 74
757, 74
757, 81
729, 81
729, 86
757, 86
757, 126
655, 126
655, 186
645, 186
645, 193
