858, 178
863, 178
863, 168
871, 168
871, 161
930, 161
930, 138
1031, 138
1031, 161
1064, 161
1064, 79
1065, 79
1065, 46
1078, 46
1078, -63
1071, -63
1071, -113
1050, -113
1050, -125
1044, -125
1044, -127
1004, -127
1004, -93
1003, -93
1003, -127
972, -127
972, -139
442, -139
442, -148
412, -148
412, -122
403, -122
403, -148
392, -148
392, -122
369, -122
369, -148
345, -148
345, -172
144, -172
144, -135
54, -135
54, -118
20, -118
20, -30
8, -30
8, 127
6, 127
6, 145
20, 145
20, 155
97, 155
97, 186
165, 186
165, 145
476, 145
476, 120
482, 120
482, 145
483, 145
483, 116
537, 116
537, 146
607, 146
607, 116
609, 116
609, 145
627, 145
627, 117
655, 117
655, 145
660, 145
660, 186
769, 186
769, 159
792, 159
792, 146
769, 146
769, 130
802, 130
802, 169
829, 169
829, 130
830, 130
830, 186
858, 186
858, 178
