395, 222
395, 219
401, 219
401, 210
395, 210
395, 189
383, 189
383, 160
57, 160
57, 159
87, 159
87, 126
57, 126
57, 98
33, 98
33, 83
20, 83
20, 80
10, 80
10, 65
9, 65
9, 50
5, 50
5, 20
3, 20
3, -46
4, -46
4, -86
7, -86
7, -184
153, -184
153, -316
165, -316
165, -148
176, -148
176, -316
472, -316
472, -213
484, -213
484, -135
494, -135
494, -213
591, -213
591, -195
916, -195
916, -156
974, -156
974, -148
1013, -148
1013, -88
1066, -88
1066, -84
1077, -84
1077, 19
1073, 19
1073, 21
1066, 21
1066, 55
1060, 55
1060, 111
1025, 111
1025, 78
929, 78
929, 111
918, 111
918, 139
901, 139
901, 72
856, 72
856, 139
841, 139
841, 203
782, 203
782, 102
780, 102
780, 62
771, 62
771, 102
625, 102
625, 203
624, 203
624, 71
623, 71
623, 203
486, 203
486, 222
395, 222
