375, 238
375, 188
277, 188
277, 180
130, 180
130, 130
71, 130
71, 96
47, 96
47, 71
45, 71
45, 67
34, 67
34, 71
32, 71
32, 21
19, 21
19, 71
6, 71
6, 50
8, -54
8, -61
47, -61
47, -72
8, -72
8, -80
10, -80
10, -94
19, -94
19, -132
23, -132
23, -153
44, -153
44, -163
345, -163
345, -167
379, -167
379, -179
350, -179
350, -196
379, -196
379, -219
425, -219
425, -164
450, -164
450, -219
492, -219
492, -251
612, -251
612, -250
838, -250
838, -204
907, -204
907, -201
824, -201
824, -200
907, -200
907, -167
964, -167
964, -204
967, -204
967, -185
978, -185
978, -145
987, -145
987, -129
1035, -129
1035, -127
1037, -127
1037, -105
1072, -105
1072, -81
1072, -42
1067, -42
1067, -13
1072, -13
1072, 127
1040, 127
1040, 131
1038, 131
1038, 121
1012, 121
1012, 131
987, 131
987, 132
972, 132
972, 147
862, 147
862, 177
860, 177
860, 123
858, 123
858, 177
848, 177
848, 198
812, 198
812, 229
566, 229
566, 238
375, 238
