784, 254
760, 254
760, 137
673, 137
673, 139
676, 139
676, 140
673, 140
673, 254
669, 254
669, 133
661, 133
661, 254
658, 254
658, 199
592, 199
592, 197
542, 197
542, 177
592, 177
592, 129
580, 129
580, 121
626, 121
626, 93
580, 93
580, 83
543, 83
543, 129
516, 129
516, 169
553, 169
553, 172
516, 172
516, 199
460, 199
460, 197
366, 197
366, 192
460, 192
460, 182
440, 182
440, 118
245, 118
245, 182
107, 182
107, 142
47, 142
47, 122
36, 122
36, 98
3, 98
3, 89
3, -50
3, -63
40, -63
40, -183
63, -183
63, -58
83, -58
83, -183
420, -183
420, -205
509, -205
509, -237
680, -237
680, -267
819, -267
819, -142
837, -142
837, -132
841, -132
841, -142
843, -142
868, -142
868, -267
909, -267
909, -141
916, -141
916, -267
958, -267
958, -218
1036, -218
1036, -267
1065, -267
1065, -100
1068, -100
1068, -110
1070, -110
1070, -100
1074, -100
1074, -97
1051, -97
1051, -95
1074, -95
1074, -29
1071, -29
1071, -40
1063, -40
1063, -29
1042, -29
1042, -14
1074, -14
1074, 96
1001, 96
1001, 141
1074, 141
1074, 168
910, 168
910, 217
906, 217
906, 154
903, 154
903, 120
897, 120
897, 154
891, 154
891, 77
883, 77
883, 154
859, 154
859, 217
784, 217
784, 254
