845, 234
834, 234
834, 208
797, 208
797, 173
834, 173
834, 170
800, 170
800, 103
752, 103
752, 170
718, 170
718, 234
669, 234
669, 215
634, 215
634, 139
587, 139
587, 215
542, 215
542, 202
385, 202
385, 215
2, 215
2, -17
3, -17
3, -34
4, -34
4, -83
3, -83
3, -101
17, -101
17, -177
31, -177
31, -57
32, -57
32, -177
152, -177
152, -144
255, -144
255, -177
263, -177
263, -154
371, -154
371, -177
431, -177
431, -114
435, -114
435, -177
441, -177
441, -135
445, -135
445, -177
451, -177
817, -177
817, -197
864, -197
864, -87
866, -87
866, -197
921, -197
921, -167
942, -167
942, -147
1005, -147
1005, -120
1062, -120
1062, -119
1062, -73
1074, -73
1074, -37
1075, 51
1076, 51
1076, 59
1075, 59
1075, 121
1073, 121
1073, 76
1037, 76
1037, 121
999, 121
999, 123
999, 133
969, 133
969, 140
942, 140
942, 158
933, 158
933, 162
942, 162
942, 183
919, 183
919, 129
881, 129
881, 183
845, 183
845, 234
