99, 259
99, 208
27, 208
27, 85
4, 85
4, -37
25, -37
25, -107
35, -107
35, -139
231, -139
231, -158
256, -158
256, -152
264, -152
264, -150
256, -150
256, -147
265, -147
265, -158
364, -158
364, -212
432, -149
432, -151
367, -151
367, -212
507, -212
507, -242
679, -242
679, -142
708, -142
708, -242
715, -242
715, -159
731, -159
731, -146
742, -146
742, -159
901, -159
901, -130
904, -130
904, -122
936, -122
936, -109
1040, -109
1040, -106
1066, -106
1066, -58
1073, -58
1073, -53
1034, -53
1034, -52
1073, -52
1073, 61
1069, 61
1069, 174
817, 174
817, 189
771, 189
771, 182
790, 182
790, 138
771, 138
771, 105
693, 105
693, 189
680, 189
680, 145
674, 145
674, 143
629, 143
629, 74
573, 74
573, 143
484, 143
484, 145
349, 145
349, 189
285, 189
285, 209
201, 209
201, 259
99, 259
