1077, 45291
1077, 45272
1050, 45272
1050, 45253
1077, 45253
1077, 43756
1073, 43756
1073, 43703
1050, 43703
1050, 43615
1073, 43615
1073, 43292
1072, 43292
1072, 41945
1069, 41945
1069, 41903
1033, 41903
1033, 41898
1049, 41898
1049, 41151
1033, 41151
1033, 41073
1069, 41073
1069, 40611
1020, 40611
1020, 40455
1005, 40455
1005, 39941
1020, 39941
1020, 39765
1069, 39765
1069, 39710
1064, 39710
1064, 39066
1062, 39066
1062, 38927
1012, 38927
1012, 38198
1062, 38198
1062, 37922
1059, 37922
1059, 37911
1024, 37911
1024, 37692
1059, 37692
1059, 37362
1058, 37362
1058, 36840
1056, 36840
1056, 37107
1022, 37107
1022, 37347
1056, 37347
1056, 37362
1058, 37922
1059, 39066
1062, 39710
1064, 41945
1069, 43292
1072, 43756
1073, 45291
1077, 45291
