1079, 46197
1079, 45930
1044, 45930
1044, 45796
1067, 45796
1067, 45658
1044, 45658
1044, 45648
1032, 45648
1032, 45257
1044, 45257
1044, 44441
1079, 44441
1079, 44402
1061, 44402
1061, 44346
1079, 44346
1079, 43981
1074, 43981
1074, 43448
1061, 43448
1061, 43447
1049, 43447
1049, 43438
1061, 43438
1061, 43404
1030, 43404
1030, 42902
1061, 42902
1061, 42427
1074, 42427
1074, 42424
1035, 42424
1035, 42413
1074, 42413
1074, 42070
1070, 42070
1070, 41717
1069, 41717
1069, 41619
1068, 41619
1068, 41697
1060, 41697
1060, 41700
1068, 41700
1068, 41717
1069, 42070
1070, 43981
1074, 46197
1079, 46197
