1079, 46250
1079, 46247
1075, 46247
1075, 46230
1079, 46230
1079, 46194
1071, 46194
1071, 46193
1040, 46193
1040, 46192
1071, 46192
1071, 46011
1079, 46011
1079, 45810
1050, 45810
1050, 45511
1079, 45511
1079, 45100
1077, 45100
1077, 44393
1075, 44393
1075, 44427
1049, 44427
1049, 44437
1075, 44437
1075, 44768
1056, 44768
1056, 44773
1075, 44773
1075, 44853
1048, 44853
1048, 44883
1075, 44883
1075, 44975
1073, 44975
1073, 45036
1075, 45036
1075, 45085
1047, 45085
1047, 45087
1075, 45087
1075, 45100
1077, 46250
1079, 46250
