1066, 45627
1066, 44034
1032, 46034
1032, 45661
1071, 40115
1071, 41010
1069, 41763
1069, 41280
1068, 41280
1068, 40566
1069, 40566
1069, 37911
1071, 42633
1071, 43135
1079, 46324
1079, 43573
1073, 43573
1073, 43135
1040, 43672
1040, 42594
1022, 42594
1022, 41168
1040, 41168
1040, 38234
1020, 38234
1020, 34930
1040, 34930
1040, 34329
1072, 34329
1072, 43135
1072, 42633
1072, 43573
1072, 41763
1072, 37911
1072, 40115
1072, 41010
1072, 46034
1072, 45661
1072, 45627
1072, 44034
1072, 43672
1072, 46324
1073, 46324
1066, 45627
