1078, 45951
1078, 45201
1077, 45201
1077, 44835
1076, 44835
1076, 43864
1074, 43864
1069, 41637
1069, 41557
1068, 41557
1068, 41637
1069, 43864
1074, 44835
1074, 37138
1031, 37138
1031, 37297
1074, 37297
1074, 37590
1052, 37590
1052, 37610
1074, 37610
1074, 37912
1018, 37912
1018, 38153
1074, 38153
1074, 39074
1068, 39074
1068, 39510
1074, 39510
1074, 41637
1074, 42471
1026, 42471
1026, 42562
1074, 42562
1074, 42831
1051, 42831
1051, 43966
1050, 43966
1050, 44974
1051, 44974
1051, 45024
1074, 45024
1074, 45201
1076, 45201
1077, 45951
1078, 45951
