1015, 44384
1015, 44376
1039, 45033
1039, 44389
1037, 45073
1037, 45052
1068, 44479
1068, 44884
1069, 43712
1069, 43720
1068, 43646
1068, 43666
1077, 45096
1077, 45081
1076, 45081
1076, 43822
1074, 43822
1074, 43544
1062, 44154
1062, 43340
1052, 43340
1052, 43328
1050, 43328
1050, 42836
1052, 42836
1052, 42270
1062, 42270
1062, 41357
1073, 41357
1073, 41467
1071, 41467
1071, 41528
1073, 41528
1073, 41573
1067, 41573
1067, 41713
1073, 41713
1073, 41843
1064, 41843
1064, 41965
1073, 41965
1073, 42607
1055, 42607
1055, 42657
1073, 42657
1073, 43544
1073, 43646
1073, 43666
1073, 43712
1073, 43720
1073, 43822
1073, 44479
1073, 44884
1073, 45073
1073, 45052
1073, 45033
1073, 44389
1073, 44384
1073, 44376
1073, 44154
1073, 45081
1074, 45081
1076, 45096
1015, 44384
